InvoiceID,CustomerID,BranchID,InvoiceDate,Channel,PaymentMethod,DiscountAmount,TotalAmount,Status,Year,Month,YearMonth,ItemsCount,ItemsQty
INV014821,C00349,B05,1405-04-03,App,Card,7113.0,111879.0,Completed,1405,4,1405-04,1,1
INV014822,C00059,B99,1401-04-01,Online,Cash,0.0,2716060.0,Completed,1401,4,1401-04,3,10
INV014823,C02003,B06,1401-11-19,App,OnlinePay,0.0,830015.0,Completed,1401,11,1401-11,2,4
INV014824,C01468,B02,1402-03-17,App,Cash,157885.0,901465.0,Completed,1402,3,1402-03,3,6
INV014825,C01121,B99,1401-01-13,Online,Cash,0.0,6122010.0,Completed,1401,1,1401-01,5,16
INV014826,C00978,B06,1403-05-19,App,OnlinePay,0.0,3916402.0,Returned,1403,5,1403-05,4,18
INV014827,C00007,B07,1402-04-25,Store,Card,136677.0,1421963.0,Completed,1402,4,1402-04,3,11
INV014828,C00642,B99,1403-10-02,Online,Cash,0.0,1836330.0,Completed,1403,10,1403-10,1,5
INV014829,C01684,B99,1402-06-23,Online,Card,0.0,874800.0,Completed,1402,6,1402-06,1,2
INV014830,C01633,B99,1400-11-24,Online,OnlinePay,251892.0,1577497.0,Completed,1400,11,1400-11,2,8
INV014831,C00195,B99,1404-12-21,Online,OnlinePay,0.0,1115754.0,Completed,1404,12,1404-12,3,9
INV014832,C00527,B04,1403-03-25,Store,Cash,270994.0,2102685.0,Completed,1403,3,1403-03,5,12
INV014833,C00527,B99,1402-03-11,Store,OnlinePay,0.0,1653797.0,Completed,1402,3,1402-03,4,14
INV014834,C01632,B99,1400-02-08,Store,Card,244888.0,1841842.0,Completed,1400,2,1400-02,3,7
INV014835,C00423,B02,1403-09-13,Store,Card,114456.0,1282798.0,Completed,1403,9,1403-09,3,4
INV014836,C01964,B06,1404-07-22,Store,Cash,0.0,1074021.0,Completed,1404,7,1404-07,1,3
INV014837,C01997,B99,1403-12-18,Online,Card,131137.0,2180740.0,Completed,1403,12,1403-12,3,9
INV014838,C00751,B99,1404-08-01,Online,Cash,140429.0,2237138.0,Completed,1404,8,1404-08,4,10
INV014839,C01201,B06,1401-02-21,Store,Wallet,0.0,121240.0,Completed,1401,2,1401-02,1,2
INV014840,C00406,B99,1405-05-17,Store,Cash,0.0,1825902.0,Completed,1405,5,1405-05,3,6
INV014841,C01396,B99,1401-07-08,Online,Card,0.0,1022853.0,Completed,1401,7,1401-07,6,13
INV014842,C02123,B99,1401-11-23,Store,Cash,0.0,2734284.0,Completed,1401,11,1401-11,5,12
INV014843,C00686,B03,1403-03-31,Store,Card,5379.0,267765.0,Completed,1403,3,1403-03,1,3
INV014844,C01956,B03,1400-01-10,Store,Wallet,0.0,2210335.0,Completed,1400,1,1400-01,4,13
INV014845,C00769,B05,1402-11-29,Store,Wallet,0.0,737934.0,Completed,1402,11,1402-11,2,6
INV014846,C02135,B06,1401-06-03,Store,Card,0.0,501304.0,Completed,1401,6,1401-06,2,2
INV014847,C00893,B02,1404-05-29,Store,Card,0.0,1444788.0,Completed,1404,5,1404-05,1,4
INV014848,C00798,B99,1404-06-13,Online,OnlinePay,0.0,2443343.0,Completed,1404,6,1404-06,2,8
INV014849,C00460,B01,1403-10-17,Store,Card,0.0,1992942.0,Completed,1403,10,1403-10,3,11
INV014850,C00540,B06,1402-10-15,App,Card,0.0,4069684.0,Completed,1402,10,1402-10,4,16
INV014851,C01644,B99,1402-02-18,Online,Card,0.0,4460372.0,Completed,1402,2,1402-02,6,23
INV014852,C00626,B05,1404-10-09,Store,OnlinePay,0.0,574407.0,Completed,1404,10,1404-10,2,6
INV014853,C00042,B01,1403-03-21,Store,OnlinePay,0.0,767252.0,Completed,1403,3,1403-03,1,2
INV014854,C00668,B99,1403-02-31,Online,Cash,0.0,7016292.0,Completed,1403,2,1403-02,6,24
INV014855,C00551,B99,1400-11-15,Online,Card,0.0,954344.0,Completed,1400,11,1400-11,3,5
INV014856,C02108,B99,1401-07-25,Online,Card,0.0,1581030.0,Completed,1401,7,1401-07,4,12
INV014857,C02189,B04,1402-06-07,Store,OnlinePay,0.0,1293078.0,Completed,1402,6,1402-06,3,9
INV014858,C01501,B08,1404-02-31,Store,Cash,0.0,5311768.0,Completed,1404,2,1404-02,5,21
INV014859,C01429,B04,1404-11-08,Store,OnlinePay,243093.0,3938331.0,Completed,1404,11,1404-11,5,16
INV014860,C00297,B99,1405-06-20,Online,Wallet,0.0,2859355.0,Completed,1405,6,1405-06,5,15
INV014861,C00439,B02,1402-10-27,Store,Card,0.0,5772190.0,Completed,1402,10,1402-10,6,21
INV014862,C01746,B05,1402-12-18,Store,Card,71491.0,1030307.0,Completed,1402,12,1402-12,1,3
INV014863,C00914,B99,1404-06-28,App,Card,0.0,3508349.0,Completed,1404,6,1404-06,6,15
INV014864,C00797,B08,1402-03-10,App,Wallet,77749.0,1452777.0,Completed,1402,3,1402-03,2,6
INV014865,C00816,B99,1403-05-28,Store,Card,0.0,4448325.0,Completed,1403,5,1403-05,5,14
INV014866,C01620,B05,1404-01-24,Store,Card,0.0,266722.0,Completed,1404,1,1404-01,2,2
INV014867,C01573,B99,1401-09-09,Store,OnlinePay,23434.0,333542.0,Completed,1401,9,1401-09,1,3
INV014868,C02015,B04,1401-12-21,App,OnlinePay,60463.0,1272368.0,Completed,1401,12,1401-12,3,8
INV014869,C00040,B04,1402-05-29,Store,OnlinePay,155604.0,4099620.0,Completed,1402,5,1402-05,6,20
INV014870,C01059,B01,1403-08-04,App,OnlinePay,69436.0,2644347.0,Completed,1403,8,1403-08,5,13
INV014871,C00034,B99,1401-12-02,Online,Wallet,0.0,2968840.0,Completed,1401,12,1401-12,4,11
INV014872,C00572,B99,1401-07-02,Store,Card,0.0,5086795.0,Completed,1401,7,1401-07,6,22
INV014873,C01593,B05,1401-02-07,App,Card,0.0,3946925.0,Completed,1401,2,1401-02,6,21
INV014874,C00065,B04,1404-09-08,App,Card,0.0,2950682.0,Completed,1404,9,1404-09,4,10
INV014875,C01399,B02,1405-01-08,Store,OnlinePay,52534.0,653420.0,Completed,1405,1,1405-01,1,3
INV014876,C01340,B99,1405-02-02,App,Card,63878.0,1337427.0,Completed,1405,2,1405-02,2,8
INV014877,C01252,B03,1404-09-29,Store,Cash,27201.0,839797.0,Completed,1404,9,1404-09,3,10
INV014878,C00621,B08,1401-01-11,App,Card,0.0,378076.0,Completed,1401,1,1401-01,1,1
INV014879,C02189,B02,1400-10-01,Store,Cash,47606.0,481909.0,Completed,1400,10,1400-10,1,5
INV014880,C01209,B08,1403-03-06,Store,Card,186403.0,2535596.0,Completed,1403,3,1403-03,6,16
INV014881,C00788,B08,1403-04-19,App,Card,90935.0,615019.0,Completed,1403,4,1403-04,1,3
INV014882,C02093,B06,1404-04-30,Store,OnlinePay,162740.0,3021111.0,Completed,1404,4,1404-04,4,12
INV014883,C01496,B99,1401-08-06,Store,Cash,0.0,2830749.0,Completed,1401,8,1401-08,5,16
INV014884,C01989,B06,1405-03-11,App,Cash,0.0,1282907.0,Completed,1405,3,1405-03,2,5
INV014885,C01596,B05,1402-02-17,Store,OnlinePay,334979.0,4542539.0,Returned,1402,2,1402-02,6,20
INV014886,C01539,B99,1403-08-05,Online,Card,0.0,311393.0,Completed,1403,8,1403-08,1,1
INV014887,C01738,B01,1404-12-09,Store,Card,64108.0,2207194.0,Completed,1404,12,1404-12,3,12
INV014888,C00888,B99,1403-04-23,Online,Card,0.0,7991325.0,Completed,1403,4,1403-04,6,26
INV014889,C01980,B05,1404-06-06,Store,Card,0.0,235318.0,Completed,1404,6,1404-06,1,1
INV014890,C01575,B02,1404-05-29,Store,Card,5937.0,236543.0,Completed,1404,5,1404-05,1,4
INV014891,C01694,B99,1404-08-05,Online,OnlinePay,0.0,878931.0,Completed,1404,8,1404-08,1,3
INV014892,C00622,B03,1404-09-11,Store,OnlinePay,0.0,3498129.0,Completed,1404,9,1404-09,6,20
INV014893,C01987,B05,1402-08-13,Store,Card,0.0,5580658.0,Completed,1402,8,1402-08,4,15
INV014894,C00596,B03,1402-06-14,Store,OnlinePay,0.0,5321541.0,Completed,1402,6,1402-06,5,18
INV014895,C01499,B06,1404-08-28,Store,Card,0.0,1590985.0,Completed,1404,8,1404-08,4,10
INV014896,C01919,B99,1403-08-08,Online,OnlinePay,0.0,1430720.0,Completed,1403,8,1403-08,3,10
INV014897,C00030,B05,1403-10-02,Store,OnlinePay,22851.0,255473.0,Completed,1403,10,1403-10,1,2
INV014898,C01601,B03,1402-09-24,Store,OnlinePay,0.0,145570.0,Completed,1402,9,1402-09,1,2
INV014899,C00981,B04,1401-06-18,Store,OnlinePay,0.0,3243655.0,Completed,1401,6,1401-06,6,16
INV014900,C01990,B07,1402-12-25,App,Card,0.0,4096739.0,Completed,1402,12,1402-12,6,20
INV014901,C00638,B02,1405-05-14,Store,OnlinePay,324977.0,2622923.0,Completed,1405,5,1405-05,4,15
INV014902,C00109,B07,1402-01-10,Store,Cash,0.0,2722079.0,Completed,1402,1,1402-01,4,10
INV014903,C00320,B99,1401-12-05,Online,Card,21387.0,1254238.0,Completed,1401,12,1401-12,1,5
INV014904,C00763,B06,1401-01-01,Store,Cash,65926.0,3068613.0,Completed,1401,1,1401-01,3,9
INV014905,C01582,B08,1403-02-02,Store,Wallet,0.0,3597403.0,Completed,1403,2,1403-02,5,17
INV014906,C00604,B04,1402-01-07,Store,Cash,0.0,1467915.0,Completed,1402,1,1402-01,4,8
INV014907,C02184,B06,1404-02-11,Store,OnlinePay,0.0,1270088.0,Completed,1404,2,1404-02,2,5
INV014908,C00672,B99,1401-01-07,App,OnlinePay,0.0,1136950.0,Completed,1401,1,1401-01,1,5
INV014909,C00654,B05,1401-10-06,Store,Card,0.0,5678419.0,Completed,1401,10,1401-10,6,18
INV014910,C01839,B07,1400-06-21,Store,OnlinePay,102987.0,1421936.0,Completed,1400,6,1400-06,4,13
INV014911,C01015,B99,1400-04-21,Online,OnlinePay,0.0,3923965.0,Completed,1400,4,1400-04,4,16
INV014912,C00108,B07,1404-09-16,Store,Cash,233473.0,2843793.0,Completed,1404,9,1404-09,5,15
INV014913,C00133,B07,1405-02-03,Store,Cash,0.0,3013355.0,Completed,1405,2,1405-02,3,10
INV014914,C00995,B04,1404-06-24,Store,Cash,0.0,1433508.0,Completed,1404,6,1404-06,1,4
INV014915,C00617,B07,1404-12-10,Store,Card,0.0,4036620.0,Completed,1404,12,1404-12,5,19
INV014916,C01501,B99,1400-08-29,App,Cash,0.0,537349.0,Completed,1400,8,1400-08,2,3
INV014917,C01364,B99,1405-01-22,Online,Card,49860.0,1331030.0,Completed,1405,1,1405-01,2,6
INV014918,C00185,B99,1403-01-08,Store,OnlinePay,0.0,1060905.0,Completed,1403,1,1403-01,2,10
INV014919,C00100,B99,1404-07-01,Online,Card,195379.0,2846179.0,Completed,1404,7,1404-07,3,10
INV014920,C01482,B08,1403-10-17,Store,OnlinePay,0.0,3376243.0,Completed,1403,10,1403-10,6,14
INV014921,C02102,B99,1402-05-14,Online,OnlinePay,0.0,4170916.0,Completed,1402,5,1402-05,4,15
INV014922,C01199,B04,1401-11-18,Store,Cash,0.0,5666735.0,Completed,1401,11,1401-11,6,21
INV014923,C01795,B99,1400-11-29,Online,Card,0.0,3495996.0,Completed,1400,11,1400-11,4,10
INV014924,C00769,B99,1402-09-26,Online,Cash,128484.0,4412528.0,Completed,1402,9,1402-09,4,14
INV014925,C01823,B05,1403-02-27,Store,Card,0.0,2547892.0,Completed,1403,2,1403-02,4,11
INV014926,C01551,B99,1405-06-05,Online,OnlinePay,0.0,693566.0,Completed,1405,6,1405-06,2,2
INV014927,C00308,B99,1400-04-07,App,Card,0.0,2611204.0,Completed,1400,4,1400-04,5,17
INV014928,C01870,B99,1403-08-28,Online,Card,34729.0,491373.0,Completed,1403,8,1403-08,1,2
INV014929,C00873,B08,1403-04-26,Store,Wallet,265691.0,3191393.0,Completed,1403,4,1403-04,4,16
INV014930,C01979,B08,1400-02-27,Store,Card,0.0,5822855.0,Completed,1400,2,1400-02,6,18
INV014931,C01127,B99,1402-03-28,Store,Card,0.0,1330889.0,Completed,1402,3,1402-03,4,9
INV014932,C00698,B99,1402-10-18,Store,Card,36688.0,1688500.0,Completed,1402,10,1402-10,3,6
INV014933,C00971,B99,1403-02-27,Online,Cash,423705.0,4573092.0,Completed,1403,2,1403-02,6,19
INV014934,C00358,B99,1401-09-02,Online,Cash,0.0,1265550.0,Completed,1401,9,1401-09,3,6
INV014935,C00168,B07,1400-03-28,Store,Cash,272410.0,3580909.0,Completed,1400,3,1400-03,6,16
INV014936,C00784,B03,1402-01-14,App,OnlinePay,320084.0,3355385.0,Completed,1402,1,1402-01,6,15
INV014937,C00360,B04,1404-10-24,Store,Card,0.0,1315550.0,Returned,1404,10,1404-10,1,5
INV014938,C01527,B05,1404-09-05,Store,Card,68904.0,2082363.0,Completed,1404,9,1404-09,2,9
INV014939,C00806,B02,1401-04-24,App,Card,0.0,3125430.0,Completed,1401,4,1401-04,6,18
INV014940,C00951,B99,1403-12-12,Online,Card,0.0,4404389.0,Completed,1403,12,1403-12,4,14
INV014941,C00977,B08,1405-02-31,Store,Cash,336564.0,4637370.0,Completed,1405,2,1405-02,5,19
INV014942,C00029,B04,1401-04-01,Store,Card,0.0,556648.0,Completed,1401,4,1401-04,1,4
INV014943,C00144,B06,1400-12-24,App,Cash,0.0,927867.0,Completed,1400,12,1400-12,3,5
INV014944,C01802,B99,1400-02-25,Online,Card,0.0,2781386.0,Completed,1400,2,1400-02,6,15
INV014945,C01842,B01,1401-04-02,Store,Card,0.0,418826.0,Completed,1401,4,1401-04,1,1
INV014946,C00948,B02,1404-09-16,App,OnlinePay,0.0,3125633.0,Completed,1404,9,1404-09,6,18
INV014947,C00820,B03,1404-09-16,Store,Card,85299.0,2598879.0,Completed,1404,9,1404-09,4,9
INV014948,C00893,B99,1403-05-28,App,Card,0.0,3664814.0,Completed,1403,5,1403-05,6,18
INV014949,C00011,B03,1402-04-06,Store,OnlinePay,0.0,1929106.0,Completed,1402,4,1402-04,6,18
INV014950,C00397,B05,1404-09-04,Store,Cash,0.0,56286.0,Completed,1404,9,1404-09,1,1
INV014951,C00616,B04,1401-06-01,Store,OnlinePay,505053.0,3288559.0,Completed,1401,6,1401-06,5,16
INV014952,C01550,B08,1401-01-15,Store,Card,133296.0,3999358.0,Returned,1401,1,1401-01,5,14
INV014953,C01369,B06,1400-09-07,Store,Card,135150.0,1785965.0,Completed,1400,9,1400-09,5,13
INV014954,C00128,B99,1404-11-19,Online,Cash,0.0,4074078.0,Completed,1404,11,1404-11,5,14
INV014955,C00649,B07,1404-03-27,Store,Card,0.0,4147315.0,Completed,1404,3,1404-03,6,20
INV014956,C00820,B99,1403-11-03,App,Card,0.0,962385.0,Completed,1403,11,1403-11,2,9
INV014957,C00539,B08,1404-04-19,Store,OnlinePay,0.0,2508877.0,Completed,1404,4,1404-04,5,11
INV014958,C00712,B05,1401-01-23,Store,OnlinePay,0.0,1711811.0,Completed,1401,1,1401-01,4,9
INV014959,C01202,B99,1402-07-26,App,Cash,0.0,2925523.0,Completed,1402,7,1402-07,4,18
INV014960,C01661,B04,1404-09-16,Store,Card,0.0,2737616.0,Completed,1404,9,1404-09,5,13
INV014961,C01611,B01,1405-02-20,Store,Card,0.0,1389840.0,Completed,1405,2,1405-02,2,7
INV014962,C01294,B08,1403-04-01,Store,Card,0.0,1568493.0,Completed,1403,4,1403-04,3,8
INV014963,C01997,B06,1400-12-09,Store,OnlinePay,0.0,5069937.0,Completed,1400,12,1400-12,4,15
INV014964,C00580,B04,1405-05-29,Store,Card,72648.0,1010943.0,Completed,1405,5,1405-05,1,3
INV014965,C01469,B99,1402-08-18,Online,OnlinePay,0.0,2035853.0,Completed,1402,8,1402-08,4,14
INV014966,C00562,B05,1402-03-05,Store,OnlinePay,0.0,1609408.0,Completed,1402,3,1402-03,2,7
INV014967,C00154,B08,1400-12-04,Store,Cash,0.0,4368148.0,Completed,1400,12,1400-12,6,17
INV014968,C01241,B03,1400-01-29,App,Card,0.0,3110894.0,Completed,1400,1,1400-01,4,11
INV014969,C00424,B01,1403-09-24,Store,Cash,0.0,1671208.0,Completed,1403,9,1403-09,4,10
INV014970,C00602,B01,1403-10-11,Store,Card,0.0,1262204.0,Completed,1403,10,1403-10,3,11
INV014971,C01175,B99,1401-09-04,Online,OnlinePay,0.0,6405243.0,Completed,1401,9,1401-09,4,18
INV014972,C01909,B99,1401-03-07,Online,OnlinePay,0.0,2454070.0,Completed,1401,3,1401-03,3,7
INV014973,C02035,B06,1403-05-02,Store,Wallet,134504.0,2029481.0,Completed,1403,5,1403-05,2,5
INV014974,C01107,B05,1402-11-14,Store,Wallet,5062.0,170342.0,Completed,1402,11,1402-11,3,6
INV014975,C01715,B08,1402-02-03,App,Cash,155258.0,2706405.0,Completed,1402,2,1402-02,4,12
INV014976,C01728,B06,1401-07-25,Store,Card,0.0,3416477.0,Completed,1401,7,1401-07,5,17
INV014977,C02142,B99,1404-12-02,App,OnlinePay,45172.0,1506580.0,Completed,1404,12,1404-12,1,4
INV014978,C01903,B99,1405-06-06,Online,OnlinePay,131746.0,3390359.0,Completed,1405,6,1405-06,4,10
INV014979,C00224,B99,1402-05-28,Online,Card,155455.0,4615788.0,Completed,1402,5,1402-05,6,26
INV014980,C01062,B07,1404-02-29,Store,Card,0.0,825229.0,Completed,1404,2,1404-02,2,7
INV014981,C01910,B99,1404-12-11,Online,Card,0.0,4541262.0,Completed,1404,12,1404-12,6,23
INV014982,C01209,B99,1400-03-08,Online,Card,65840.0,1964799.0,Completed,1400,3,1400-03,4,8
INV014983,C01283,B99,1405-02-07,Online,Card,150470.0,3867471.0,Completed,1405,2,1405-02,6,16
INV014984,C01578,B06,1403-03-05,Store,Cash,0.0,1646803.0,Completed,1403,3,1403-03,5,12
INV014985,C01388,B99,1403-06-28,Online,Card,0.0,655821.0,Completed,1403,6,1403-06,1,3
INV014986,C01513,B07,1403-05-27,Store,Cash,0.0,2032954.0,Completed,1403,5,1403-05,5,16
INV014987,C01593,B04,1401-09-26,Store,OnlinePay,0.0,5528565.0,Completed,1401,9,1401-09,6,18
INV014988,C00631,B05,1404-07-22,Store,Card,0.0,5920763.0,Completed,1404,7,1404-07,6,21
INV014989,C00947,B08,1404-04-29,Store,Cash,0.0,2763854.0,Completed,1404,4,1404-04,3,11
INV014990,C00324,B06,1400-09-26,Store,Card,0.0,4431055.0,Completed,1400,9,1400-09,4,14
INV014991,C01414,B03,1403-07-07,App,Card,0.0,1242406.0,Completed,1403,7,1403-07,2,5
INV014992,C02107,B07,1405-04-23,Store,OnlinePay,0.0,3655120.0,Completed,1405,4,1405-04,3,10
INV014993,C01553,B06,1404-12-19,App,Wallet,0.0,1970010.0,Completed,1404,12,1404-12,2,7
INV014994,C02013,B05,1403-11-05,Store,Wallet,0.0,411189.0,Completed,1403,11,1403-11,1,3
INV014995,C00673,B03,1401-06-10,App,Card,349657.0,5506307.0,Completed,1401,6,1401-06,5,21
INV014996,C00602,B06,1402-05-08,Store,Card,0.0,602792.0,Completed,1402,5,1402-05,1,4
INV014997,C02073,B01,1401-02-09,Store,Cash,0.0,2572907.0,Cancelled,1401,2,1401-02,5,18
INV014998,C01713,B99,1404-09-29,Online,Card,0.0,5180074.0,Completed,1404,9,1404-09,6,18
INV014999,C00106,B99,1404-07-16,Online,Cash,0.0,3045070.0,Completed,1404,7,1404-07,3,9
INV015000,C00408,B04,1405-02-10,Store,Card,0.0,313991.0,Completed,1405,2,1405-02,1,1
INV015001,C01182,B99,1400-06-26,Online,OnlinePay,0.0,3946404.0,Completed,1400,6,1400-06,3,11
INV015002,C02087,B99,1405-05-05,Online,OnlinePay,0.0,4983188.0,Completed,1405,5,1405-05,4,18
INV015003,C01563,B02,1405-05-08,Store,Card,58175.0,820244.0,Completed,1405,5,1405-05,4,13
INV015004,C02128,B08,1404-01-20,Store,OnlinePay,0.0,3357864.0,Completed,1404,1,1404-01,4,16
INV015005,C01411,B99,1405-01-04,Store,Wallet,0.0,3090148.0,Completed,1405,1,1405-01,5,15
INV015006,C00709,B99,1402-11-20,Online,OnlinePay,0.0,1433410.0,Completed,1402,11,1402-11,2,5
INV015007,C00991,B99,1402-02-24,Store,Cash,104552.0,600972.0,Completed,1402,2,1402-02,1,4
INV015008,C01972,B99,1401-02-19,Online,Card,0.0,2197264.0,Returned,1401,2,1401-02,3,7
INV015009,C01111,B04,1400-03-21,Store,OnlinePay,77041.0,529203.0,Completed,1400,3,1400-03,1,4
INV015010,C00121,B05,1400-04-22,Store,Cash,113813.0,1673071.0,Completed,1400,4,1400-04,1,4
INV015011,C00648,B02,1404-02-18,Store,Cash,11849.0,753527.0,Completed,1404,2,1404-02,2,4
INV015012,C01691,B01,1402-04-13,Store,OnlinePay,0.0,4.0,Completed,1402,4,1402-04,1,4
INV015013,C00041,B99,1400-05-30,Online,Card,0.0,2851556.0,Completed,1400,5,1400-05,5,13
INV015014,C00309,B99,1400-11-12,Online,Cash,0.0,3857255.0,Completed,1400,11,1400-11,5,12
INV015015,C00310,B07,1404-01-08,Store,Card,160722.0,2222880.0,Completed,1404,1,1404-01,3,12
INV015016,C01413,B04,1405-03-23,Store,Cash,241106.0,5903035.0,Completed,1405,3,1405-03,6,27
INV015017,C01212,B99,1402-09-16,Online,Wallet,0.0,1796079.0,Completed,1402,9,1402-09,2,7
INV015018,C01709,B06,1404-07-14,Store,Cash,0.0,328600.0,Completed,1404,7,1404-07,1,2
INV015019,C00836,B07,1405-05-20,Store,Card,0.0,65644.0,Completed,1405,5,1405-05,2,4
INV015020,C00031,B99,1404-03-16,Online,OnlinePay,0.0,4666986.0,Completed,1404,3,1404-03,4,14
INV015021,C00798,B99,1404-04-11,Online,Card,81129.0,2179498.0,Completed,1404,4,1404-04,6,21
INV015022,C01301,B99,1403-10-17,Online,Cash,0.0,1638013.0,Cancelled,1403,10,1403-10,4,14
INV015023,C00289,B99,1405-05-28,Store,Card,0.0,281430.0,Completed,1405,5,1405-05,1,5
INV015024,C01619,B07,1402-01-26,Store,Card,0.0,6482409.0,Completed,1402,1,1402-01,6,24
INV015025,C01984,B05,1404-07-23,Store,Card,193457.0,1645661.0,Completed,1404,7,1404-07,2,7
INV015026,C01439,B99,1402-10-01,Online,Card,150375.0,1384469.0,Completed,1402,10,1402-10,3,11
INV015027,C00823,B07,1401-02-22,App,OnlinePay,0.0,2476377.0,Completed,1401,2,1401-02,4,11
INV015028,C01774,B99,1404-05-11,Online,Card,41857.0,985549.0,Completed,1404,5,1404-05,2,4
INV015029,C01934,B99,1404-10-12,Store,Card,0.0,1172956.0,Completed,1404,10,1404-10,4,6
INV015030,C01332,B99,1404-12-08,Online,Card,0.0,557818.0,Completed,1404,12,1404-12,2,3
INV015031,C00873,B03,1405-02-28,App,Card,0.0,1973319.0,Completed,1405,2,1405-02,3,10
INV015032,C01161,B08,1404-05-21,Store,Cash,0.0,5023250.0,Completed,1404,5,1404-05,6,21
INV015033,C02103,B99,1403-05-01,Online,Card,0.0,475968.0,Completed,1403,5,1403-05,1,4
INV015034,C01761,B99,1405-03-23,Online,OnlinePay,0.0,4626005.0,Completed,1405,3,1405-03,4,15
INV015035,C00194,B99,1401-07-05,Online,OnlinePay,0.0,2311778.0,Completed,1401,7,1401-07,5,9
INV015036,C00378,B99,1400-08-02,Online,Wallet,147735.0,4816824.0,Completed,1400,8,1400-08,6,19
INV015037,C02169,B06,1402-11-05,Store,OnlinePay,0.0,2310933.0,Completed,1402,11,1402-11,5,15
INV015038,C00803,B04,1403-08-13,Store,Wallet,0.0,4911096.0,Completed,1403,8,1403-08,6,16
INV015039,C00870,B04,1404-01-29,Store,Cash,0.0,4462281.0,Completed,1404,1,1404-01,6,20
INV015040,C00285,B04,1404-09-18,Store,Cash,0.0,891179.0,Completed,1404,9,1404-09,3,9
INV015041,C01949,B03,1400-03-07,Store,Card,0.0,4693872.0,Completed,1400,3,1400-03,6,16
INV015042,C00002,B99,1404-08-26,Online,Card,0.0,1933762.0,Completed,1404,8,1404-08,3,5
INV015043,C01395,B99,1403-09-17,Online,Cash,0.0,777273.0,Completed,1403,9,1403-09,6,12
INV015044,C01502,B04,1405-04-16,Store,Card,0.0,3704092.0,Completed,1405,4,1405-04,6,23
INV015045,C01407,B08,1402-05-09,Store,Card,212127.0,1669700.0,Completed,1402,5,1402-05,3,9
INV015046,C01954,B03,1403-10-19,Store,Cash,0.0,3523467.0,Completed,1403,10,1403-10,4,12
INV015047,C01492,B99,1404-06-28,Online,Card,64913.0,1089596.0,Completed,1404,6,1404-06,3,7
INV015048,C00631,B01,1403-04-08,Store,Wallet,0.0,2319475.0,Completed,1403,4,1403-04,3,12
INV015049,C01820,B07,1401-02-23,App,Card,0.0,2817537.0,Completed,1401,2,1401-02,4,9
INV015050,C00624,B04,1400-05-16,App,Cash,0.0,1256478.0,Completed,1400,5,1400-05,1,3
INV015051,C01610,B06,1400-11-10,Store,OnlinePay,55721.0,2125805.0,Completed,1400,11,1400-11,5,9
INV015052,C00101,B01,1403-02-28,Store,Cash,0.0,1851154.0,Completed,1403,2,1403-02,3,9
INV015053,C01846,B99,1403-12-01,Online,Card,0.0,3429076.0,Completed,1403,12,1403-12,3,12
INV015054,C00144,B99,1403-07-21,Online,Card,40790.0,1411878.0,Completed,1403,7,1403-07,2,8
INV015055,C00947,B06,1404-03-24,Store,Card,0.0,718942.0,Completed,1404,3,1404-03,2,8
INV015056,C01938,B99,1400-04-13,Store,OnlinePay,212000.0,5955249.0,Completed,1400,4,1400-04,6,24
INV015057,C01277,B06,1401-01-09,Store,Cash,118653.0,3242207.0,Completed,1401,1,1401-01,2,10
INV015058,C00789,B99,1404-06-19,Store,Cash,0.0,3480183.0,Completed,1404,6,1404-06,4,13
INV015059,C01249,B06,1404-07-20,App,Cash,0.0,5016772.0,Completed,1404,7,1404-07,6,18
INV015060,C01539,B99,1404-03-05,Online,Card,0.0,3022643.0,Completed,1404,3,1404-03,4,18
INV015061,C00679,B07,1404-05-22,Store,OnlinePay,0.0,5192592.0,Completed,1404,5,1404-05,6,18
INV015062,C01590,B99,1405-05-03,Online,Card,98597.0,2348705.0,Completed,1405,5,1405-05,4,12
INV015063,C00647,B99,1405-04-01,Online,Cash,0.0,3012984.0,Completed,1405,4,1405-04,6,14
INV015064,C01885,B99,1403-12-09,Online,OnlinePay,0.0,3096056.0,Completed,1403,12,1403-12,4,10
INV015065,C00691,B99,1402-03-06,Online,Cash,39374.0,1245688.0,Completed,1402,3,1402-03,4,12
INV015066,C00693,B02,1400-02-02,Store,Cash,0.0,3474180.0,Completed,1400,2,1400-02,5,13
INV015067,C01329,B06,1403-11-16,App,OnlinePay,0.0,1242726.0,Completed,1403,11,1403-11,4,8
INV015068,C01291,B99,1402-11-05,Online,Wallet,0.0,3950968.0,Completed,1402,11,1402-11,6,15
INV015069,C00316,B08,1401-02-01,Store,OnlinePay,0.0,1052204.0,Completed,1401,2,1401-02,1,4
INV015070,C02037,B04,1401-07-18,Store,OnlinePay,0.0,5.0,Completed,1401,7,1401-07,1,5
INV015071,C00216,B99,1405-03-20,Store,Card,251759.0,3406050.0,Completed,1405,3,1405-03,5,15
INV015072,C01026,B04,1400-07-03,Store,OnlinePay,0.0,2165965.0,Completed,1400,7,1400-07,4,16
INV015073,C01298,B04,1404-08-01,Store,OnlinePay,0.0,673659.0,Completed,1404,8,1404-08,1,3
INV015074,C00357,B99,1405-01-28,Online,Card,81965.0,1210321.0,Completed,1405,1,1405-01,2,5
INV015075,C01228,B02,1404-02-13,Store,Wallet,0.0,2785515.0,Completed,1404,2,1404-02,2,7
